timeStamp,x,y,z,gx,gy,gz
1420650559224,0.04434794976515695,-0.08765504870787262,0.13330243629957547,-0.6304232429062016,-0.5026327110290527,-9.641300566576467,standing
1420650559278,0.04434794976515695,-0.08765504870787262,0.13330243629957547,-0.6304232429062016,-0.5026327110290527,-9.641300566576467,standing
1420650559326,0.04434794976515695,-0.08765504870787262,0.13330243629957547,-0.6304232429062016,-0.5026327110290527,-9.641300566576467,standing
1420650559377,0.04434794976515695,-0.08765504870787262,0.13330243629957547,-0.6304232429062016,-0.5026327110290527,-9.641300566576467,standing
1420650559427,0.04434794976515695,-0.08765504870787262,0.13330243629957547,-0.6304232429062016,-0.5026327110290527,-9.641300566576467,standing
1420650559480,2.7434213405400514,0.2551714235074818,0.15585649654092265,2.346018315212987,-7.968501529284566,-5.171774696748238,standing
1420650559529,3.658746671693027,0.603202624759078,-0.47038072938490655,3.014000614929199,-7.79522133026123,-5.492448428665288,standing
1420650559579,2.4679487411513925,0.5437799467904493,0.7742978809587657,1.520018705926463,-7.934085209213383,-4.062810725811869,standing
1420650559629,2.0389445993043482,0.21539836217612027,-0.6019321298992261,0.9293991569519042,-8.327332356970011,-5.2881928803374985,standing
1420650559679,2.819830918742716,-0.03083364612868754,0.44138694581910964,1.492784881237894,-8.611344937614712,-4.117578088787943,standing
1420650559729,2.230399483574182,0.26846370700728145,0.2378324584327638,0.6798036338806152,-8.323292616592534,-4.2284592609129845,standing
1420650559779,1.7972376375257968,-0.10786122151566668,-0.0905280833935365,0.1792658493041992,-8.695141861006151,-4.541501237576268,standing
1420650559824,2.1567054479405283,0.053019715591147536,0.33168175867088134,0.5602431884765625,-8.550142968164012,-4.096329329858348,standing
1420650559874,2.1567054479405283,0.053019715591147536,0.33168175867088134,0.5602431884765625,-8.550142968164012,-4.096329329858348,standing
1420650559924,2.581442433862388,-0.05840633139978162,0.9620957770910114,1.1094131942749024,-8.676885826752288,-3.4792239980835467,standing
1420650559979,2.331030479841679,0.03176306561604142,0.9726836604703217,1.0446201118469238,-8.551788908740132,-3.592200242791697,standing
1420650560024,3.2672637205973265,-0.6661190265949816,0.11687738033253699,1.972522746630758,-9.17353351768814,-4.586093389627151,standing
1420650560074,3.0152710732564327,-0.5166363576686009,0.6519423249434679,1.760336916760355,-9.030779280233942,-4.049642543615773,standing
1420650560124,3.3904771355509755,-0.5533466704284772,1.986557847854495,2.2628196979247033,-9.037213697195611,-2.8012159423828122,standing
1420650560178,2.501750472988188,-0.48095242881439626,1.9949052588306366,1.9270330977508796,-9.002946649402007,-2.8233621616087854,standing
1420650560229,2.0315246784366665,-0.04150861641969532,1.003345998302847,2.073677985968068,-8.69738640679624,-3.6058171916685997,standing
1420650560279,3.764277714961767,0.5231922090528532,-0.32361714669149366,4.462941459069773,-8.378209324911422,-4.3791445836273954,standing
1420650560329,2.76693227224797,0.035860785541741644,1.6940020117178558,3.3704374966828152,-8.834753980492742,-2.443432431793213,standing
