timeStamp,alpha,beta,gamma
1420650724317,1.486045508694823,58.78605167938984,-7.840790855784788,standing
1420650724371,1.486045508694823,58.78605167938984,-7.840790855784788,standing
1420650724419,1.486045508694823,58.78605167938984,-7.840790855784788,standing
1420650724467,1.486045508694823,58.78605167938984,-7.840790855784788,standing
1420650724521,1.486045508694823,58.78605167938984,-7.840790855784788,standing
1420650724570,356.72946058926544,52.299807669467,6.679148048436246,standing
1420650724618,357.2192781816514,52.547046478398634,6.176198342631009,standing
1420650724671,357.4688963781725,52.753448114666384,6.155279448670354,standing
1420650724719,357.40281390565104,53.108349720019,6.426498631934674,standing
1420650724771,357.14804702425204,53.334595071121974,6.656863573123262,standing
1420650724821,357.2561279049763,53.80810976666062,6.501590601248,standing
1420650724870,357.78377985768327,53.83461954249725,6.9350568536813375,standing
1420650724916,357.78377985768327,53.83461954249725,6.9350568536813375,standing
1420650724966,358.30234937056275,52.94908717767317,6.141827009013692,standing
1420650725016,358.9237926802767,52.891380022135834,5.304996687747243,standing
1420650725066,359.22537936399027,53.26683638126283,4.890492992333269,standing
1420650725117,359.5618410728245,53.66071121796929,5.298748162022217,standing
1420650725172,359.62890502275377,53.68285860154172,5.494474679989973,standing
1420650725217,359.7122427618263,54.090810270079366,5.420385588176996,standing
1420650725271,359.343815136951,55.03944948016232,6.775625154794205,standing
1420650725321,358.80044066344516,55.69372664063022,7.7824945112393955,standing
1420650725371,358.56673751731034,56.17080449559649,8.4252503298072,standing
1420650725421,358.3685450300051,56.593384914798555,8.864150313955035,standing
1420650725467,358.3685450300051,56.593384914798555,8.864150313955035,standing
1420650725517,358.6826504241106,57.09067326376302,9.402912289320906,standing
1420650725570,358.6978352839426,57.34879441297535,9.98507954150304,standing
1420650725620,358.7562788580972,57.52105108758065,10.864108409986544,standing
1420650725670,358.9348226203316,57.894294975708355,11.034953617318923,standing
1420650725720,358.81972554238433,58.299840227406115,12.091986180453016,standing
1420650725771,358.59427072570014,58.50383752495591,12.324348907309448,standing
1420650725821,358.62091945007603,59.00444423074914,13.107365452920703,standing
1420650725871,358.86449323224184,59.59325495415392,14.304367584248588,standing
1420650725921,359.39796988880795,59.78673344147306,15.27652553497078,standing
1420650725986,359.35379084180005,60.685820076782754,18.290573800736105,lying
1420650726021,359.22267334353756,61.98399547748185,22.104027789729763,lying
1420650726070,355.90946412841237,63.695698833377016,30.42767660621786,lying
1420650726118,355.90946412841237,63.695698833377016,30.42767660621786,lying
1420650726170,351.75639078251766,66.08463992858101,39.77855540499627,lying
1420650726220,348.5842961989743,66.63482258001684,47.873577145743525,lying
1420650726266,346.79309147213723,67.74051989382953,55.48789004245915,lying
1420650726320,348.60364412305546,67.39927642496932,57.474431007066684,lying
1420650726367,343.78885416809334,66.97173518437755,66.93184451362741,lying
1420650726421,342.7700754968559,64.40562048212209,74.29384316161617,lying
1420650726468,337.91552040124816,62.76347610068292,82.2727988970962,lying
1420650726521,335.2082979490082,62.35852941383277,87.43324487424495,lying
1420650726570,333.98494040498616,60.508647254300584,90.29040583608618,lying
1420650726622,333.98494040498616,60.508647254300584,90.29040583608618,lying
1420650726671,332.10262915504086,58.826518487926094,93.30414368231962,lying
1420650726722,329.51841831170054,58.252464416579585,96.3343059727562,lying
1420650726773,326.84157916303747,58.2425402171689,99.00633047695567,lying
1420650726824,325.3284290297796,58.864233539442886,100.71873046800312,lying
1420650726868,322.4502749569883,58.27335955171102,103.50779222896803,lying
1420650726921,317.71720060204655,57.61699416329255,107.47066259836328,lying
1420650726972,311.6493289336811,56.49904528042507,112.81413769158016,lying
1420650727019,305.91703491402654,57.410062440582706,118.95866914599195,lying
1420650727069,300.110219689793,56.762947094032604,124.32294886378006,lying
1420650727121,302.7159184786841,57.11463754432181,122.79194223887548,lying
1420650727167,294.7916444868045,52.487309088902364,127.69548949016949,lying
1420650727221,296.7704109510629,53.33216680941078,126.09379767136464,lying
1420650727267,296.7704109510629,53.33216680941078,126.09379767136464,lying
1420650727322,301.14751120581434,58.29108235924522,123.93984590669633,lying
1420650727371,305.13632585088004,63.68048367511384,120.27291879782793,lying
1420650727417,311.37985804908385,66.85102747170139,114.98162878166568,lying
1420650727471,316.75127659247323,68.51664202957186,110.49069127475784,lying
1420650727522,313.5939395299271,72.23479212641931,115.46668314120161,lying
1420650727572,300.75145815414174,76.85421797294178,131.03889466049125,lying
1420650727622,280.80740377171486,81.40131137974782,152.194381056647,lying
1420650727671,266.4588384342529,87.09435455880143,164.84931292120484,lying
1420650727721,280.26907955226295,88.13456161636816,150.62928815466887,lying
1420650727771,280.26907955226295,88.13456161636816,150.62928815466887,lying
1420650727821,239.3893466421978,89.87033584756391,-170.03729242122546,lying
1420650727871,75.72705190647041,87.30443546941613,-9.994048894608701,lying
1420650727922,69.07257620581666,83.69146951368367,-10.183754017882887,lying
1420650727971,116.33414804281084,84.36304354991114,-64.36378758833939,lying
1420650728022,111.37981317765708,83.49330978198681,-59.676328618604835,lying
1420650728072,110.14088192961671,83.08819419313969,-58.70122959692348,lying
1420650728118,106.29077073007599,82.49863444848434,-54.859151679063956,lying
1420650728172,105.60954122207765,81.91615698739007,-54.225588180491975,lying
1420650728224,104.00913644395904,81.04680831955197,-52.93070075741822,lying
1420650728267,103.44380680397624,80.59137991106107,-53.60731292537155,lying
