timeStamp,alpha,beta,gamma
1420616340824,220.01829523150155,63.659238283119535,62.356680636172946
1420616340875,218.60654701488522,64.3419877609235,66.00969028260312
1420616340924,214.48758193457647,65.97790353347776,71.94511291046456
1420616340973,206.80843065083158,66.69510197402158,79.65313330130779
1420616341023,206.80843065083158,66.69510197402158,79.65313330130779
1420616341072,197.02279088447278,66.17760996754392,89.35707784950954
1420616341122,193.07808916580393,65.64832871406298,94.56258377089193
1420616341173,191.641657730734,66.52242153170451,97.34321640266633
1420616341224,185.6362981373242,66.73335955343121,104.15687985232947
1420616341273,177.84353607283245,68.14541206844113,111.37120723932657
1420616341323,172.38966546601932,69.00130818781919,117.44413598693413
1420616341373,169.51401683785855,70.08826695906302,121.57447275209752
1420616341423,164.6966032815695,72.85204291177403,126.66290231843679
1420616341473,155.61613777279888,75.38502676747675,136.54346434928672
1420616341523,155.61613777279888,75.38502676747675,136.54346434928672
1420616341573,133.98684372074345,80.8371351917531,155.3427493631473
1420616341623,114.72748497431864,84.21260099639834,173.20287707472767
1420616341673,174.0207406037065,88.21211617251154,113.47270717384849
1420616341722,223.72582093527726,86.08339871972117,65.39207343477236
1420616341773,235.5897590421084,83.9042660663072,54.676546158712554
1420616341823,233.36992969021605,82.68108093266157,56.95951628288528
1420616341874,241.81065971996318,81.32586722872189,51.059701114020065
1420616341923,250.6229726426511,80.04432935289786,45.29968446265068
1420616341974,242.86733937065534,78.02930213583284,56.259008262013054
1420616342024,234.2199408245638,79.42231030329447,65.77211655267627
1420616342073,231.16591057788582,80.44072084947811,67.99773304807455
1420616342124,231.16591057788582,80.44072084947811,67.99773304807455
1420616342174,244.1604185296539,80.34275736360385,53.59842666491135
1420616342225,273.4625681189151,77.57640839063636,20.68739212858774
1420616342274,299.6364226807182,74.07114589062424,-7.560843717937726
1420616342324,308.7468675957499,67.7911139158394,-18.82363829835498
1420616342369,319.5088578479397,63.258273091861874,-28.974876621891177
1420616342421,323.47191135553214,60.4424236124019,-31.575567100986753
1420616342469,326.4887436931675,56.89419124170621,-32.12829731028856
1420616342520,323.3977462130609,55.0493224558623,-26.224089524432348
1420616342573,314.20666381458324,50.916215278829355,-15.089736595622204
1420616342621,314.20666381458324,50.916215278829355,-15.089736595622204
1420616342670,312.3780606746517,37.89145329930131,-10.601032376767309
1420616342723,306.6378280352601,33.123134347459775,-5.7226930460774925
1420616342773,305.5896577851998,30.5491372426578,-5.307479601118393
1420616342824,305.06654717147796,32.388328287167724,-6.128556859354925
1420616342873,304.0616550154108,33.09560415258537,-7.247109564885101
1420616342924,305.8042902986935,34.70691259437275,-9.247262617756794
1420616342973,308.8650111997975,40.62642969745011,-11.965472026366298
1420616343020,309.3623082310908,38.00173042873736,-10.328206789118948
1420616343073,312.7940070062121,39.74423516966481,-11.596325823263733
1420616343123,319.92713404534123,41.26198466017774,-18.30424039124811
1420616343174,319.92713404534123,41.26198466017774,-18.30424039124811
1420616343223,327.1579368592487,36.419474011734316,-24.071608097467397
1420616343273,332.1420442156372,27.597585387025543,-28.783562133192042
1420616343324,333.31445444730497,24.88503309838592,-30.942553903355737
1420616343372,334.7941394329715,24.178958824322333,-30.302529009314036
1420616343425,334.70578222786963,25.28827260957475,-30.929411125009125
1420616343473,334.78705375016744,27.079137840206865,-33.99215289368722
1420616343523,331.6315580982541,24.230868963800184,-31.161949666848436
1420616343573,329.57586377339305,27.228032995449805,-33.16847040027394
1420616343625,327.4767266549103,35.45382171746529,-36.20088993186727
1420616343675,327.5755709962681,37.7360980099583,-36.306749180876494
1420616343724,325.5224511181926,42.31863652975817,-39.463049470633734
1420616343775,325.5224511181926,42.31863652975817,-39.463049470633734
1420616343825,324.8977614738918,41.65174719730818,-43.15420108095426
1420616343869,326.5792891946766,42.88460736181908,-43.5411287677003
1420616343923,332.82178450898124,44.334819032317185,-48.804071023889904
1420616343973,336.8532490039008,46.60864230688921,-53.81086389334347
1420616344023,341.3836590573662,45.447376822707696,-58.04711171971456
1420616344073,348.09704474474154,46.93597520587568,-62.85689977534263
1420616344121,346.20875906967444,46.25501153768717,-61.20020465711153
1420616344173,342.4600118274467,46.05561407464843,-57.3309225295432
1420616344223,344.07798343140394,45.64828858025675,-59.70632409823122
1420616344274,344.07798343140394,45.64828858025675,-59.70632409823122
1420616344323,347.0190092690315,45.92035968800162,-62.021526044310576
1420616344373,350.5149551679475,43.923106836517746,-65.91177032027487
1420616344422,351.1856512214137,43.66337452833309,-66.009582619783
1420616344472,350.83601551841105,44.61841313441075,-66.6110384813213
1420616344522,350.681587829173,45.86265632937935,-67.1622610003366
1420616344572,348.42712152176335,49.55731953842134,-67.48897201210903
1420616344623,344.0320324818892,54.960614528823264,-62.933509967479466
1420616344673,339.96625900643977,57.825290574447195,-61.09704208632959
1420616344724,333.87708107388477,62.91184873201162,-60.30219628332816
1420616344773,331.9329716402185,68.63596831504015,-59.72371559939406
1420616344823,329.9606276959303,74.30531296480805,-56.197503653040904
1420616344873,329.9606276959303,74.30531296480805,-56.197503653040904
1420616344923,325.50363621230446,75.25209397292852,-47.82373529898704
1420616344973,324.61106784903313,72.58233370108306,-45.34221483299697
1420616345024,331.3377121784554,68.95447427921317,-48.68983584633346
1420616345073,332.13769623976873,67.22132033841203,-48.39130083646197
1420616345124,329.18443847619653,67.5916148571705,-45.54965622551864
1420616345175,325.5937887649047,68.1077834522206,-40.16958007607742
1420616345224,320.3908972968512,68.22607992242881,-33.791490451541414
1420616345274,314.01211445407506,66.46472616814756,-31.828450444442694
1420616345325,309.52294736982566,67.08907002036202,-28.929877571671877
1420616345372,309.52294736982566,67.08907002036202,-28.929877571671877
1420616345424,309.63939543888165,68.12042656311303,-30.02881547140051
1420616345474,308.3521896674044,67.79899773160814,-28.89899868832851
1420616345523,311.98442553901566,69.52585712729166,-32.44799645385832
1420616345573,313.97072820283,70.26766449737394,-34.30173048941126
1420616345622,313.64717437493664,70.47268720025956,-33.82791084603769
1420616345673,311.8980506291957,71.9237874030693,-32.05172081106626
1420616345723,299.73163385086036,72.92220295803686,-20.520079617071808
1420616345773,289.55515565678564,71.60118708968496,-6.972855471494664
1420616345824,283.04889218257,70.87186809222672,1.2117389855257485
1420616345873,280.85523325997247,70.86550829991269,4.1605407890154575
1420616345923,281.7311045662071,71.37441765625978,3.7616719864426726
1420616345973,283.8338309564446,71.74108677843293,3.0073156877362166
1420616346023,283.8338309564446,71.74108677843293,3.0073156877362166
1420616346073,285.66524565480313,72.14739127062295,1.9906551429168986
1420616346123,286.603576132174,72.84582307543178,1.3551268215890604
1420616346173,289.5383193313087,73.14671721723185,-1.7758066158533543
1420616346223,289.5441977222788,73.75674029962363,-2.0709424891502763
1420616346273,290.6310713155389,74.55986150481294,-3.5272049879080014
1420616346323,288.87908794008655,75.15136264573782,-2.4726201629653937
1420616346372,288.64496977208665,75.54114801802125,-1.741396005321478
1420616346424,290.4689667588972,75.74132622797904,-3.0503061088064536
1420616346474,291.5030472850698,76.002836178756,-4.591272493902251
1420616346523,293.64072276462275,76.52362776385219,-7.599660284075802
1420616346575,293.64072276462275,76.52362776385219,-7.599660284075802
1420616346623,295.44636930685675,76.90257923067549,-10.331797884725647
1420616346673,298.1488442227201,77.33846058457813,-14.643498713087473
1420616346725,302.1067578654976,77.68965055224334,-20.562665342252526
1420616346775,305.8121338311163,77.90052128568703,-26.574965460574273
1420616346824,306.3050857048983,77.6568046416928,-29.7069612309774
1420616346873,306.8118290236459,77.11596890025075,-33.44159251976223
1420616346923,308.0737608047164,76.37550957675789,-38.34765886267801
1420616346973,307.59408278693786,75.56117409336363,-41.240159891632146
1420616347024,306.7132976527058,74.17971062231673,-42.416185197768996
1420616347070,306.7132976527058,74.17971062231673,-42.416185197768996
1420616347123,301.88493328618694,71.39976637556849,-39.430274438665045
1420616347171,295.7867794084051,68.41960906324107,-35.89530042254064
1420616347225,285.8807779821508,66.84188152939167,-30.289969891536174
1420616347273,275.6669369740055,65.60042203283908,-24.66929931208047
1420616347323,269.7941856373634,65.1622567193145,-22.429731581679047
1420616347373,267.9339621285447,66.17577517542425,-24.38144976441256
1420616347423,264.88993846080695,67.5311894407597,-25.253774642723013
1420616347473,267.5743122570075,67.93708547032368,-31.183472547302472
1420616347523,270.0740679437412,66.45955853358154,-34.842717586295166
1420616347573,268.8528193643427,64.93864084655382,-35.05851095233506
1420616347623,269.1041945427401,63.85434706101114,-36.75523638245428
1420616347674,269.1041945427401,63.85434706101114,-36.75523638245428
1420616347722,267.4164855637689,64.23911174899959,-35.87034983211424
1420616347774,264.9180224524406,68.34970080730618,-34.803634968680264
1420616347823,265.65968539171183,73.13888145254036,-35.17739001738745
1420616347874,262.7799145293471,73.72581708096257,-30.323976529206387
1420616347923,262.9597701648622,72.42447361101891,-29.34197827248916
1420616347975,264.6033787645516,71.2876200621231,-31.40900539515905
1420616348024,262.6191065847652,70.50212905897992,-28.043605390206874
1420616348075,262.984238273223,68.49764890368886,-26.919479572344542
1420616348122,262.984238273223,68.49764890368886,-26.919479572344542
1420616348175,267.58837893493506,68.77080701492694,-31.944704695530547
1420616348224,264.17682054318794,71.56997320142166,-27.340297552727204
1420616348274,260.4389064345387,72.99390265223194,-22.893541072782003
1420616348325,261.40227305222373,73.31325855859582,-22.467133529184355
1420616348372,261.8406879539947,73.75310126004962,-21.22042302266786
1420616348424,261.0242430666428,73.73669304891833,-19.626208562274904
1420616348470,263.01040917099124,72.18159497672201,-20.80251307594636
1420616348523,270.7908729347737,71.08738317114671,-28.451622254755204
1420616348574,266.1102759765718,73.18012094570278,-23.6218642918447
1420616348623,256.4387149003374,74.9825763011209,-12.644720596490933
1420616348673,256.4387149003374,74.9825763011209,-12.644720596490933
1420616348724,255.20479053667577,75.7913691759667,-10.809129792617286
1420616348775,257.2531091574219,76.73149129645606,-12.884641979997387
1420616348823,266.6136433141071,75.13136732767308,-23.319391688951313
1420616348873,264.3354434525297,74.01511510654844,-21.22621081453742
1420616348923,257.79910484906986,74.5920922185902,-14.540670039551063
1420616348973,261.9136061931725,75.12711159954043,-18.791649289781166
1420616349023,261.78280596681475,75.25764456174653,-19.010572019244012
1420616349073,260.5610161133018,75.51291656292238,-18.06785854800719
1420616349123,261.4564477424478,76.09796918342916,-19.241545560614192
1420616349173,262.20022229222684,76.61686376791324,-20.31560143313892
1420616349223,262.79972342273027,77.53269429950977,-20.929776197665944
1420616349273,262.79972342273027,77.53269429950977,-20.929776197665944
1420616349323,264.4709199950138,77.56657311014717,-23.19346649892502
1420616349373,264.8848194961183,76.69777809117791,-25.07483104432222
1420616349423,263.9291758175565,76.08159663899917,-26.22103887429353
1420616349474,261.5722208872765,75.47190371004258,-26.109109034712315
1420616349524,260.2095270612333,74.3762690741402,-27.245593326285988
1420616349574,258.0806990104271,72.79078187293854,-29.104649258197202
1420616349625,255.3125117509516,70.91564654821707,-29.2799729061777
1420616349674,254.48757472528314,69.95178595619716,-31.546187443379075
1420616349725,251.29984702962645,69.04118340777217,-30.88446402658738
1420616349773,251.29984702962645,69.04118340777217,-30.88446402658738
1420616349822,248.5677366604261,68.44694078938547,-30.216658796599653
1420616349873,246.9141231267772,67.95180472142822,-30.503521072884848
1420616349924,245.6639377830162,67.34164716549411,-30.896622895847596
1420616349973,243.21895238672658,66.56088947043116,-30.229990078982567
1420616350021,240.95600236513044,65.776282695276,-30.346458615660985
1420616350073,239.76807261122033,65.09344532906148,-31.267341372243134
1420616350123,239.05787863977926,64.63718708042687,-31.758538335966968
1420616350174,237.8995539624383,64.16501980462883,-31.902854762313833
1420616350223,238.1641645505571,63.53252750096855,-33.51525190671539
1420616350273,237.93457994543735,63.117045723196334,-34.34210649074737
1420616350323,238.71845724259774,62.4042548008819,-35.46596841963075
1420616350373,238.71845724259774,62.4042548008819,-35.46596841963075
1420616350422,241.82809025006753,61.277416949160965,-38.393636450925946
1420616350474,244.2176060230202,59.027086059394826,-40.285112364409784
1420616350523,246.16859628916865,56.70612098082971,-41.958063606589505
1420616350573,247.16821817045985,54.913666354065946,-41.986481786220644
1420616350623,248.95311459622278,54.19758681475428,-41.40867585119253
1420616350673,250.86290144361953,54.99112704865448,-39.9657110437608
1420616350723,251.83116933746376,56.26141246618738,-37.93392726816975
1420616350773,251.6704072990346,57.25637328281389,-36.256178999963964
1420616350824,251.6704072990346,57.25637328281389,-36.256178999963964
1420616350874,250.71388977646626,59.86946979154212,-37.06428268830847
1420616350925,250.71388977646626,59.86946979154212,-37.06428268830847
1420616350975,251.26442905070436,61.4394466702074,-37.023618025089384
1420616351024,251.86443773559202,63.00623237726414,-37.01582025704388
1420616351074,252.80556143433134,63.18808332770487,-36.95450254326746
1420616351125,253.43638301917105,62.35562470818176,-35.97487032482209
1420616351173,253.01295422635297,60.84842343118435,-34.14590153442502
1420616351223,252.4896441523652,58.659408979165974,-32.21043400118141
1420616351273,249.6505011310733,55.65469963812775,-27.755152405363336
1420616351323,247.46882471616226,52.337250247526924,-24.10489978444051
1420616351372,248.30784917391162,49.22070398009985,-22.14274728824314
1420616351423,248.30784917391162,49.22070398009985,-22.14274728824314
1420616351472,247.41698732179265,45.10575002493687,-20.887495875185838
1420616351523,247.7694675674208,40.90472380204633,-19.71960743857949
1420616351573,249.86443825797735,36.71113894959344,-20.468716694653686
1420616351623,252.10200445221477,32.86195516679232,-22.040049201361033
1420616351673,253.9155068966688,29.258857219098562,-24.10093238089227
1420616351723,256.33525507508887,25.40803492151661,-26.83477982458464
1420616351774,258.5362597033039,21.183197570355507,-29.391713617105758
1420616351823,259.89256988895465,17.08721963541684,-30.542390984591858
1420616351873,260.41133558954124,14.29359822624354,-30.699736485074947
1420616351923,260.5036216598617,12.177952844063004,-30.8395166258961
1420616351973,260.2926189045367,10.19605456165141,-30.98569547136189
1420616352024,260.2926189045367,10.19605456165141,-30.98569547136189
1420616352073,260.0554381999856,8.927943254077878,-30.887303507323157
1420616352123,260.1017427617591,7.84675244953893,-30.878194157647798
1420616352173,260.3740770214146,6.265460623156864,-30.748367662932218
1420616352223,260.586231355835,5.185856823529574,-30.653980576889627
1420616352274,260.47528453069526,4.405903349412963,-30.173236442725067
1420616352325,260.08786032867266,3.5774525987802956,-30.116004640452395
1420616352373,259.5573417267386,3.44005591544565,-29.967129638244728
1420616352423,259.1066167311773,3.4129358761021518,-29.855141981959978
1420616352469,258.80797782033403,2.4567957545474366,-30.025362603731523
1420616352524,258.80797782033403,2.4567957545474366,-30.025362603731523
1420616352573,258.6578196331785,2.5857596947911934,-29.95435742496377
1420616352623,258.485565424788,2.9927186176206715,-29.727891182423924
1420616352673,258.3412613955985,3.3803100548602782,-29.454341269148024
1420616352724,258.3078005409101,3.8522376157662332,-29.35767692598616
1420616352773,258.34727385656663,4.185692120835536,-29.37573193123517
1420616352824,258.4479573280874,4.461341909992675,-29.46257117590973
1420616352873,258.56223716156387,4.6868517227937625,-29.4889576061294
1420616352924,258.49808397618426,4.875568362354565,-29.34335231325106
1420616352973,258.4291776468837,5.036097180608174,-29.239800304306364
1420616353024,258.4292751567576,5.150187903713979,-29.11292589651138
1420616353073,258.4972417564051,5.288590184633446,-28.989233541682456
1420616353124,258.4972417564051,5.288590184633446,-28.989233541682456
1420616353173,258.61144444917346,5.29438907674896,-28.911858897493577
1420616353223,258.68869485130296,5.247925199129446,-28.93446184985612
1420616353273,258.6550693683829,5.190977037252016,-28.931227113325697
1420616353324,258.60428239459725,5.201093489847434,-28.94008664579812
1420616353372,258.62982858777303,5.2286111004846445,-28.898777159247746
1420616353424,258.63862245562945,5.232715245410089,-28.9044670443828
1420616353474,258.606856109374,5.213815925322819,-28.88217293148992
1420616353519,258.58510183111525,5.1993273470693815,-28.974752480984545
1420616353573,258.62799094959524,5.1542293578628025,-29.04716116055521
1420616353620,258.62799094959524,5.1542293578628025,-29.04716116055521
1420616353673,258.69043041731027,5.106690140382544,-29.084286237750558
1420616353721,258.72087231278454,5.051859140768331,-29.080819401039818
1420616353775,258.7453075778392,5.042358409154388,-29.090804807610674
1420616353822,258.76916999650837,5.032637253194742,-29.157658112061117
1420616353875,258.83274417155354,5.000468586059665,-29.25367014325903
1420616353925,258.8863292348954,4.969426246556331,-29.369071790429352
1420616353973,258.9299892245756,4.967055580808504,-29.497544692412344
1420616354023,258.8998124651781,4.937331787575228,-29.673122078115053
1420616354073,258.8902531596284,4.989915310222623,-29.814258318355165
1420616354123,258.96868346830706,5.075401209204804,-29.917930429409775
1420616354173,259.071243029896,5.115150760754136,-29.96258241361147
1420616354223,259.071243029896,5.115150760754136,-29.96258241361147
1420616354273,258.9112504887611,5.034523768861518,-30.01082560353972
1420616354323,258.88805875648484,5.002479771481587,-30.06012705827236
1420616354372,258.93324383112275,4.963062910450304,-30.07233393120674
1420616354420,258.27329266058683,4.704926738267991,-30.02418386496319
1420616354473,257.9580210905476,4.380079526607568,-29.57133005704271
1420616354523,257.69160388168166,4.133998140669933,-28.856082013671053
1420616354573,257.77169549455266,4.069096870906245,-28.631136064712997
1420616354622,258.2958268674652,4.322172918521514,-28.662066536847103
1420616354673,258.94212430537766,4.701417447218262,-28.781324161537118
1420616354723,258.94212430537766,4.701417447218262,-28.781324161537118
1420616354773,259.0920388300515,4.887431613782431,-29.144574408893508
1420616354823,259.0920388300515,4.887431613782431,-29.144574408893508
1420616354873,259.20554182661857,5.006973754779165,-29.51829500467246
1420616354923,259.32084487632784,5.193031112755838,-29.845240158934107
1420616354972,259.65468138620264,5.289631196630784,-30.242500298170295
1420616355023,259.85200006384116,5.351023626794064,-30.597020060087416
1420616355074,259.8894402013568,5.299556484923361,-30.807962892834464
1420616355124,259.7784501395078,5.2628776764620175,-30.753508097866792
1420616355174,259.6234386961715,5.10993229360816,-30.744796337296034
1420616355221,259.7124201718948,5.082783624368645,-30.761276082795273
1420616355274,259.7835945387719,5.042841468696973,-30.814096445330346
1420616355325,259.7835945387719,5.042841468696973,-30.814096445330346
1420616355372,259.76763494149526,4.991653921479342,-30.93255768029534
1420616355423,259.73156265806495,4.94944883564689,-30.966015171511284
1420616355475,259.7326166502801,4.9191001489112365,-31.046029710113086
1420616355523,259.7738829716527,4.882843344537928,-31.145361151951537
1420616355573,259.8295429965295,4.849586497552521,-31.21326722256607
1420616355623,259.8263693610426,4.844385346096483,-31.27263351868499
1420616355670,259.81856957625763,4.843838795482251,-31.312926261486318
1420616355723,259.7972410559363,4.847684455587502,-31.29761152807157
1420616355773,259.8172747687821,4.851791834466962,-31.29396033911081
1420616355823,259.85951409830176,4.8560033665077444,-31.3299446108963
1420616355873,259.85951409830176,4.8560033665077444,-31.3299446108963
1420616355923,259.8603436044331,4.860444127810433,-31.355867072982054
1420616355973,259.85287705312567,4.8653427741854784,-31.35461422994356
1420616356024,259.85951862079025,4.869818505311526,-31.349392356839676
1420616356073,259.88632903823253,4.879016158525554,-31.372534937165224
1420616356123,259.91560414449395,4.88658273769927,-31.38699693388429
1420616356173,259.9121361247934,4.890948469541521,-31.400921778598725
1420616356223,259.9112151337589,4.882854129060188,-31.41608913790075
1420616356273,259.92442200514927,4.883681497415681,-31.42964610023065
1420616356323,259.92793806553,4.878119751174949,-31.431391623488118
1420616356372,259.9317023901869,4.873442840179348,-31.421741967322994
1420616356425,259.9317023901869,4.873442840179348,-31.421741967322994
1420616356473,259.93728451510435,4.8605603764919065,-31.433439451606652
1420616356524,259.9509246202661,4.850449142440707,-31.462916818587548
1420616356575,259.96912373589834,4.850733168579973,-31.472438997392892
1420616356624,259.97896997962454,4.8552273648513085,-31.495053729122365
1420616356675,259.9824156395129,4.856556163013046,-31.502938733824422
1420616356724,259.9866298700891,4.855918395571539,-31.520951073710098
1420616356774,259.9869991040793,4.857568705188551,-31.54112214980929
1420616356824,259.97398400677594,4.8592355074108475,-31.567060662349125
1420616356875,259.98299727451075,4.875107897567799,-31.6071552194029
1420616356920,259.9926249680356,4.88978755086434,-31.626555915882285
1420616356974,259.9926249680356,4.88978755086434,-31.626555915882285
1420616357024,260.0397159158393,4.884377870178485,-31.638483210726612
1420616357074,260.14116343485665,4.851358405384304,-31.703529971451996
1420616357123,260.2401369027605,4.831430465517722,-31.767464635054242
1420616357174,260.27403268777203,4.784172166223857,-31.839418371811746
1420616357223,260.30588741058585,4.750825282488822,-31.918454683674018
1420616357274,260.31610619366086,4.719384608917971,-31.951873894408763
1420616357323,260.3022402264682,4.700500405720313,-31.94654561995364
1420616357373,260.2858879564501,4.677540531800119,-31.924032329712304
1420616357424,260.26328697506466,4.664553099598118,-31.903931528971828
1420616357473,260.2172822629535,4.656125876872844,-31.87133525148975
1420616357523,260.155964438131,4.655475863918895,-31.79547820140978
1420616357573,260.14096773970226,4.670240175655307,-31.786661406910035
1420616357623,260.14096773970226,4.670240175655307,-31.786661406910035
1420616357674,260.1315945636932,4.679205647109719,-31.775457551970646
1420616357719,260.108927319386,4.681238406493285,-31.753759936856895
1420616357774,260.089304147202,4.695502172269765,-31.746074628584662
1420616357822,260.05526972236595,4.702336406416888,-31.709589824926383
1420616357874,260.0259737924457,4.711971488289439,-31.72848801224248
1420616357922,260.00774034712947,4.719356622842473,-31.725223556823245
1420616357974,259.99442448871093,4.7304921853833095,-31.71147969070681
1420616358024,259.97793240801553,4.736699723979589,-31.71609579498526
1420616358075,259.97793240801553,4.736699723979589,-31.71609579498526
1420616358124,259.95726144905956,4.740346339789599,-31.715650539259173
1420616358174,259.94758127702494,4.748029144192321,-31.71688485060781
1420616358225,259.9432932161422,4.759623895114876,-31.70539023677281
1420616358273,259.95459064554984,4.767835496094021,-31.698326316308496
1420616358323,259.96339221559396,4.772241064485806,-31.686329666164184
1420616358372,259.9668154065189,4.771958290212542,-31.686712063876424
1420616358423,259.976184002404,4.769418903602637,-31.669758663046643
1420616358475,259.9884558350999,4.762372738007959,-31.658888888230358
1420616358523,259.99373336355995,4.759508824541907,-31.659093672587545
1420616358574,259.9907264799044,4.751248888685086,-31.65171638579961
1420616358623,259.9907264799044,4.751248888685086,-31.65171638579961
1420616358673,259.99199448339203,4.752122761935212,-31.638166978122236
1420616358723,259.9995675757704,4.74777464997771,-31.671513824420234
1420616358773,260.00014118632964,4.766117807183613,-31.69124087515071
1420616358823,259.97679475600944,4.803678757962674,-31.72122002147937
1420616358871,259.90436694481997,4.823206329353929,-31.756107452795174
1420616358923,259.8816676115868,4.82030821388581,-31.788685343122655
1420616358972,259.93078331527414,4.808670623549243,-31.81065056561188
1420616359023,259.9951671643883,4.735806884670763,-31.822669242322046
1420616359074,260.0364940555506,4.658594463842137,-31.803848962578673
1420616359123,260.060552167159,4.555675325543218,-31.811818264612832
1420616359173,260.09361845087835,4.46253056502843,-31.838989484393448
1420616359224,260.15687973985575,4.38971244860694,-31.89341540815315
1420616359273,260.15687973985575,4.38971244860694,-31.89341540815315
1420616359323,260.1810313314432,4.316325815024394,-31.942246656978817
1420616359373,260.1674439401089,4.258263717562917,-31.98779822257682
1420616359424,260.1302656360721,4.203209531608785,-32.04554629273771
1420616359474,260.1109901236308,4.168965542807176,-32.09843529483893
1420616359523,260.10794807715195,4.159317687536612,-32.11623131969648
1420616359574,260.1049700941305,4.152470504342683,-32.15068521765094
1420616359625,260.0972269229463,4.175824721374364,-32.12159698772715
1420616359675,260.08821324257707,4.199290780681166,-32.07892851800495
1420616359723,260.07220721299876,4.21527106333819,-32.049730808301916
1420616359773,260.06067592722866,4.233077202140336,-32.041578472099
1420616359823,260.06067592722866,4.233077202140336,-32.041578472099
1420616359873,260.05079468118424,4.24485853456843,-32.044312100394805
1420616359923,260.0359544792447,4.2508574422983205,-32.0453179653538
1420616359973,260.01603450522117,4.255798183921211,-32.05490774779708
1420616360024,260.0122723895077,4.261497023358724,-32.07447682074125
1420616360073,260.0034335878758,4.257806181580367,-32.075990415336214
1420616360123,259.9924798509457,4.260460144451311,-32.08583905016971
1420616360173,259.9777408236597,4.262912110952512,-32.101564748073024
1420616360223,259.96576071519064,4.266233461414884,-32.109373364499504
1420616360273,259.9606800704916,4.271006496451887,-32.1233670674239
1420616360323,259.9606800704916,4.271006496451887,-32.1233670674239
1420616360372,259.95687936460797,4.2789664039721,-32.13973535441723
1420616360423,259.9684717452434,4.286337779207342,-32.14620438080688
1420616360474,259.9746949390115,4.286982460482133,-32.13557149418503
1420616360523,259.9796949564315,4.283468659827459,-32.12882576385716
1420616360573,259.9818646609409,4.277626391415109,-32.12314338853053
1420616360624,259.98649027449943,4.2647763997625,-32.119736496105105
1420616360673,259.99463862737025,4.259811915026277,-32.109332776045775
1420616360723,259.9981229408384,4.25110162773937,-32.10331870509138
1420616360773,260.00082504030763,4.244514980588739,-32.09441727269088
