timeStamp,x,y,z,gx,gy,gz
1420616338218,0.029314311623899265,-0.022502494450891388,0.05766937716105021,0.1345242057800293,0.16385316698378882,-9.74664545788965
1420616338272,-0.01857428587320028,0.08153142386157997,0.08316574706514365,3.8432922811811903,-6.647500936823291,-5.914875228815479
1420616338322,0.21182360896188765,0.09323294930490665,0.21254898236067965,3.843292105367966,-6.6475009550896,-5.914875329280179
1420616338367,-0.18512401901418343,-0.3327209289928898,-0.04445841526915319,3.3922843859023413,-7.0323687897613265,-6.248268047454254
1420616338419,-0.5666519595403224,0.22962955222753806,-0.5547087890945375,3.0720599321227517,-6.457311387181003,-6.736535137530415
1420616338472,0.024103588954999575,0.16050077868280932,-0.323273119026795,3.5658640496461533,-6.53242975652935,-6.554725375897064
1420616338522,-0.39313908427227284,0.01979205274868291,-0.2385428534581326,3.0945057553498074,-6.684910168799874,-6.487837641011085
1420616338572,0.17360007862746715,0.14569556986941024,0.055742395720421334,3.50496159286499,-6.5687915481125,-6.267870258452953
1420616338619,0.23413771383436396,0.27007974563548337,0.06355377272425684,3.4359785296675747,-6.46209968090346,-6.307973309790506
1420616338672,0.007983868043508846,0.2640903872938827,-0.38593587489519265,3.1374515215832854,-6.469581908151321,-6.79175159598086
1420616338722,0.007983868043508846,0.2640903872938827,-0.38593587489519265,3.1374515215832854,-6.469581908151321,-6.79175159598086
1420616338772,-0.09776739613045937,-0.052463616078346965,0.16124893016899003,3.163937521295948,-6.6392706950865685,-6.3307183031938035
1420616338822,-0.13648155952603555,-0.013257665419211842,-0.8924879147924483,3.1883283411109353,-6.57612389686965,-7.376685098675638
1420616338872,-0.17847990482458845,0.11832042788085527,-0.21486301319040357,3.194164344654884,-6.416909608625201,-6.702268053204193
1420616338922,-0.3879655540918931,-0.16823542805546893,-0.6137920425083487,2.9676129942962897,-6.768707459800783,-7.043741503375395
1420616338972,-0.18123840975249186,0.048203606846579344,0.1862213309979066,3.1513678438491186,-6.558167419809452,-6.249614265298284
1420616339018,-0.06611620252421126,-0.04165312119061127,-0.17517900011567397,3.204788504923973,-6.701370538108889,-6.587645995784085
1420616339072,0.23072651715138925,-0.012171686538611538,-0.2638408329796046,3.4085949212447737,-6.727856489872489,-6.664709160790965
1420616339122,0.03223798280154588,-0.26357777986293657,-0.16579862936260178,2.676567957731534,-7.131428828651364,-6.64735143621685
1420616339172,-0.8367499532185494,0.4546074061917141,-0.9192325677245855,1.3021464279174804,-6.502501888717524,-7.491456994628906
1420616339223,0.4315229197349399,-0.8100780732616781,3.150509564785659,1.386093123626709,-7.532906903131305,-3.924994638879597
1420616339272,0.4315229197349399,-0.8100780732616781,3.150509564785659,1.386093123626709,-7.532906903131305,-3.924994638879597
1420616339323,1.6642571540564297,-1.5004250207275152,-3.8078146588712927,1.183034895324707,-8.303989183044433,-10.85411322631836
1420616339371,-0.6637761897958815,-3.8461376675248142,-3.263661604452133,-2.554463533782959,-10.894066466522217,-9.815179343414306
1420616339422,0.5427618923217058,-1.1978190613500774,-3.6549630615010855,-2.623296831512451,-8.943989068194478,-8.76801568456441
1420616339472,2.4694834033727644,-1.9917448951035737,5.834014196762443,-1.4573206230163573,-9.638756608581543,1.1145008728027344
1420616339522,0.001920477921078418,1.741859741435945,4.256030135536194,-4.685452617673268,-5.304204432733357,-0.6989572471618652
1420616339572,-3.403689960606396,9.327576443734765,-4.0984821970433,-8.422502457483112,1.5924433792114256,-7.437587457275391
